,Latitude(deg),Longitude(deg),Values
0,1.315709,104.001393,0.0
1,1.315709,104.00147989999999,0.0
2,1.315709,104.00156679999999,0.0
3,1.315709,104.00165369999999,0.0
4,1.315709,104.00174059999999,0.0
5,1.315709,104.00182749999999,-0.01
6,1.315709,104.00191439999999,-0.02
7,1.315709,104.00200129999999,-0.01
8,1.315709,104.00208819999999,0.0
9,1.315709,104.00217509999999,0.0
10,1.315709,104.00226199999999,0.0
11,1.315709,104.00234889999999,0.0
12,1.315709,104.00243579999999,0.0
13,1.315709,104.00252269999999,0.0
14,1.315709,104.00260959999999,0.0
15,1.315709,104.00269649999998,0.0
16,1.315709,104.00278339999998,0.0
17,1.315709,104.00287029999998,0.0
18,1.315709,104.00295719999998,0.0
19,1.315709,104.00304409999998,0.0
20,1.3159439,104.001393,0.0
21,1.3159439,104.00147989999999,0.0
22,1.3159439,104.00156679999999,0.0
23,1.3159439,104.00165369999999,0.0
24,1.3159439,104.00174059999999,0.0
25,1.3159439,104.00182749999999,-0.01
26,1.3159439,104.00191439999999,-0.02
27,1.3159439,104.00200129999999,-0.01
28,1.3159439,104.00208819999999,0.0
29,1.3159439,104.00217509999999,0.0
30,1.3159439,104.00226199999999,0.0
31,1.3159439,104.00234889999999,0.0
32,1.3159439,104.00243579999999,0.0
33,1.3159439,104.00252269999999,0.0
34,1.3159439,104.00260959999999,0.0
35,1.3159439,104.00269649999998,0.0
36,1.3159439,104.00278339999998,0.0
37,1.3159439,104.00287029999998,0.0
38,1.3159439,104.00295719999998,0.0
39,1.3159439,104.00304409999998,0.0
40,1.3161787999999999,104.001393,0.0
41,1.3161787999999999,104.00147989999999,0.0
42,1.3161787999999999,104.00156679999999,0.0
43,1.3161787999999999,104.00165369999999,0.0
44,1.3161787999999999,104.00174059999999,0.0
45,1.3161787999999999,104.00182749999999,-0.01
46,1.3161787999999999,104.00191439999999,-0.02
47,1.3161787999999999,104.00200129999999,-0.01
48,1.3161787999999999,104.00208819999999,0.0
49,1.3161787999999999,104.00217509999999,0.0
50,1.3161787999999999,104.00226199999999,0.0
51,1.3161787999999999,104.00234889999999,0.0
52,1.3161787999999999,104.00243579999999,0.0
53,1.3161787999999999,104.00252269999999,0.0
54,1.3161787999999999,104.00260959999999,0.0
55,1.3161787999999999,104.00269649999998,0.0
56,1.3161787999999999,104.00278339999998,0.0
57,1.3161787999999999,104.00287029999998,0.0
58,1.3161787999999999,104.00295719999998,0.0
59,1.3161787999999999,104.00304409999998,0.0
60,1.3164136999999998,104.001393,0.0
61,1.3164136999999998,104.00147989999999,0.0
62,1.3164136999999998,104.00156679999999,0.0
63,1.3164136999999998,104.00165369999999,0.0
64,1.3164136999999998,104.00174059999999,0.0
65,1.3164136999999998,104.00182749999999,-0.01
66,1.3164136999999998,104.00191439999999,-0.02
67,1.3164136999999998,104.00200129999999,-0.01
68,1.3164136999999998,104.00208819999999,0.0
69,1.3164136999999998,104.00217509999999,0.0
70,1.3164136999999998,104.00226199999999,0.0
71,1.3164136999999998,104.00234889999999,0.0
72,1.3164136999999998,104.00243579999999,0.0
73,1.3164136999999998,104.00252269999999,0.0
74,1.3164136999999998,104.00260959999999,0.0
75,1.3164136999999998,104.00269649999998,0.0
76,1.3164136999999998,104.00278339999998,0.0
77,1.3164136999999998,104.00287029999998,0.0
78,1.3164136999999998,104.00295719999998,0.0
79,1.3164136999999998,104.00304409999998,0.0
80,1.3166485999999997,104.001393,0.0
81,1.3166485999999997,104.00147989999999,0.0
82,1.3166485999999997,104.00156679999999,0.0
83,1.3166485999999997,104.00165369999999,0.0
84,1.3166485999999997,104.00174059999999,0.0
85,1.3166485999999997,104.00182749999999,-0.01
86,1.3166485999999997,104.00191439999999,-0.02
87,1.3166485999999997,104.00200129999999,-0.01
88,1.3166485999999997,104.00208819999999,0.0
89,1.3166485999999997,104.00217509999999,0.0
90,1.3166485999999997,104.00226199999999,0.0
91,1.3166485999999997,104.00234889999999,0.0
92,1.3166485999999997,104.00243579999999,0.0
93,1.3166485999999997,104.00252269999999,0.0
94,1.3166485999999997,104.00260959999999,0.0
95,1.3166485999999997,104.00269649999998,0.0
96,1.3166485999999997,104.00278339999998,0.0
97,1.3166485999999997,104.00287029999998,0.0
98,1.3166485999999997,104.00295719999998,0.0
99,1.3166485999999997,104.00304409999998,0.0
100,1.3168834999999997,104.001393,0.0
101,1.3168834999999997,104.00147989999999,0.0
102,1.3168834999999997,104.00156679999999,0.0
103,1.3168834999999997,104.00165369999999,0.0
104,1.3168834999999997,104.00174059999999,0.0
105,1.3168834999999997,104.00182749999999,-0.01
106,1.3168834999999997,104.00191439999999,-0.02
107,1.3168834999999997,104.00200129999999,-0.01
108,1.3168834999999997,104.00208819999999,0.0
109,1.3168834999999997,104.00217509999999,0.0
110,1.3168834999999997,104.00226199999999,0.0
111,1.3168834999999997,104.00234889999999,0.0
112,1.3168834999999997,104.00243579999999,0.0
113,1.3168834999999997,104.00252269999999,0.0
114,1.3168834999999997,104.00260959999999,0.0
115,1.3168834999999997,104.00269649999998,0.0
116,1.3168834999999997,104.00278339999998,0.0
117,1.3168834999999997,104.00287029999998,0.0
118,1.3168834999999997,104.00295719999998,0.0
119,1.3168834999999997,104.00304409999998,0.0
120,1.3171183999999996,104.001393,0.0
121,1.3171183999999996,104.00147989999999,0.0
122,1.3171183999999996,104.00156679999999,0.0
123,1.3171183999999996,104.00165369999999,0.0
124,1.3171183999999996,104.00174059999999,0.0
125,1.3171183999999996,104.00182749999999,-0.01
126,1.3171183999999996,104.00191439999999,-0.02
127,1.3171183999999996,104.00200129999999,-0.01
128,1.3171183999999996,104.00208819999999,0.0
129,1.3171183999999996,104.00217509999999,0.0
130,1.3171183999999996,104.00226199999999,0.0
131,1.3171183999999996,104.00234889999999,0.0
132,1.3171183999999996,104.00243579999999,0.0
133,1.3171183999999996,104.00252269999999,0.0
134,1.3171183999999996,104.00260959999999,0.0
135,1.3171183999999996,104.00269649999998,0.0
136,1.3171183999999996,104.00278339999998,0.0
137,1.3171183999999996,104.00287029999998,0.0
138,1.3171183999999996,104.00295719999998,0.0
139,1.3171183999999996,104.00304409999998,0.0
140,1.3173532999999995,104.001393,0.0
141,1.3173532999999995,104.00147989999999,0.0
142,1.3173532999999995,104.00156679999999,0.0
143,1.3173532999999995,104.00165369999999,0.0
144,1.3173532999999995,104.00174059999999,0.0
145,1.3173532999999995,104.00182749999999,-0.01
146,1.3173532999999995,104.00191439999999,-0.02
147,1.3173532999999995,104.00200129999999,-0.01
148,1.3173532999999995,104.00208819999999,0.0
149,1.3173532999999995,104.00217509999999,0.0
150,1.3173532999999995,104.00226199999999,0.0
151,1.3173532999999995,104.00234889999999,0.0
152,1.3173532999999995,104.00243579999999,0.0
153,1.3173532999999995,104.00252269999999,0.0
154,1.3173532999999995,104.00260959999999,0.0
155,1.3173532999999995,104.00269649999998,0.0
156,1.3173532999999995,104.00278339999998,0.0
157,1.3173532999999995,104.00287029999998,0.0
158,1.3173532999999995,104.00295719999998,0.0
159,1.3173532999999995,104.00304409999998,0.0
160,1.3175881999999994,104.001393,0.0
161,1.3175881999999994,104.00147989999999,0.0
162,1.3175881999999994,104.00156679999999,0.0
163,1.3175881999999994,104.00165369999999,0.0
164,1.3175881999999994,104.00174059999999,0.0
165,1.3175881999999994,104.00182749999999,-0.01
166,1.3175881999999994,104.00191439999999,-0.02
167,1.3175881999999994,104.00200129999999,-0.01
168,1.3175881999999994,104.00208819999999,0.0
169,1.3175881999999994,104.00217509999999,0.0
170,1.3175881999999994,104.00226199999999,0.0
171,1.3175881999999994,104.00234889999999,0.0
172,1.3175881999999994,104.00243579999999,0.0
173,1.3175881999999994,104.00252269999999,0.0
174,1.3175881999999994,104.00260959999999,0.0
175,1.3175881999999994,104.00269649999998,0.0
176,1.3175881999999994,104.00278339999998,0.0
177,1.3175881999999994,104.00287029999998,0.0
178,1.3175881999999994,104.00295719999998,0.0
179,1.3175881999999994,104.00304409999998,0.0
180,1.3178230999999994,104.001393,0.0
181,1.3178230999999994,104.00147989999999,0.0
182,1.3178230999999994,104.00156679999999,0.0
183,1.3178230999999994,104.00165369999999,0.0
