,Latitude(deg),Longitude(deg),Values
0,1.315709,104.001393,2
1,1.315720745,104.00140169,10
2,1.3157324899999998,104.00141038,4
3,1.3157442349999997,104.00141907,8
4,1.3157559799999996,104.00142776,3
5,1.3157677249999995,104.00143645,5
6,1.3157794699999994,104.00144514,9
7,1.3157912149999993,104.00145383,5
8,1.3158029599999992,104.00146252,8
9,1.315814704999999,104.00147121,10
10,1.315826449999999,104.0014799,4
11,1.3158381949999989,104.00148859000001,1
12,1.3158499399999988,104.00149728000001,6
13,1.3158616849999987,104.00150597000001,2
14,1.3158734299999986,104.00151466000001,5
15,1.3158851749999985,104.00152335000001,4
16,1.3158969199999984,104.00153204000001,5
17,1.3159086649999983,104.00154073000002,4
18,1.3159204099999982,104.00154942000002,5
19,1.315932154999998,104.00155811000002,5
20,1.315943899999998,104.00156680000002,9
21,1.3159556449999978,104.00157549000002,4
22,1.3159673899999977,104.00158418000002,8
23,1.3159791349999976,104.00159287000002,8
24,1.3159908799999975,104.00160156000003,8
25,1.3160026249999974,104.00161025000003,5
26,1.3160143699999973,104.00161894000003,4
27,1.3160261149999972,104.00162763000003,10
28,1.3160378599999971,104.00163632000003,10
29,1.316049604999997,104.00164501000003,4
30,1.316061349999997,104.00165370000003,3
31,1.3160730949999968,104.00166239000004,10
32,1.3160848399999967,104.00167108000004,9
33,1.3160965849999966,104.00167977000004,4
34,1.3161083299999965,104.00168846000004,9
35,1.3161200749999964,104.00169715000004,5
36,1.3161318199999963,104.00170584000004,5
37,1.3161435649999962,104.00171453000004,7
38,1.316155309999996,104.00172322000004,1
39,1.316167054999996,104.00173191000005,7
40,1.3161787999999959,104.00174060000005,4
41,1.3161905449999958,104.00174929000005,8
42,1.3162022899999957,104.00175798000005,6
43,1.3162140349999956,104.00176667000005,9
44,1.3162257799999955,104.00177536000005,1
45,1.3162375249999954,104.00178405000005,0
46,1.3162492699999953,104.00179274000006,3
47,1.3162610149999951,104.00180143000006,1
48,1.316272759999995,104.00181012000006,4
49,1.316284504999995,104.00181881000006,3
50,1.3162962499999948,104.00182750000006,5
51,1.3163079949999947,104.00183619000006,3
52,1.3163197399999946,104.00184488000006,7
53,1.3163314849999945,104.00185357000007,5
54,1.3163432299999944,104.00186226000007,6
55,1.3163549749999943,104.00187095000007,4
56,1.3163667199999942,104.00187964000007,3
57,1.3163784649999941,104.00188833000007,10
58,1.316390209999994,104.00189702000007,10
59,1.316401954999994,104.00190571000007,10
60,1.3164136999999938,104.00191440000008,6
61,1.3164254449999937,104.00192309000008,3
62,1.3164371899999936,104.00193178000008,9
63,1.3164489349999935,104.00194047000008,2
64,1.3164606799999934,104.00194916000008,8
65,1.3164724249999933,104.00195785000008,3
66,1.3164841699999932,104.00196654000008,9
67,1.316495914999993,104.00197523000008,0
68,1.316507659999993,104.00198392000009,10
69,1.3165194049999929,104.00199261000009,6
70,1.3165311499999928,104.00200130000009,2
71,1.3165428949999927,104.00200999000009,9
