,Latitude(deg),Longitude(deg),Values
0,1.315709,104.001393,0.0
1,1.315720745,104.00140169,0.0
2,1.3157324899999998,104.00141038,0.0
3,1.3157442349999997,104.00141907,0.0
4,1.3157559799999996,104.00142776,0.0
5,1.3157677249999995,104.00143645,0.0
6,1.3157794699999994,104.00144514,0.0
7,1.3157912149999993,104.00145383,0.0
8,1.3158029599999992,104.00146252,0.0
9,1.315814704999999,104.00147121,0.0
10,1.315826449999999,104.0014799,0.0
11,1.3158381949999989,104.00148859000001,0.0
12,1.3158499399999988,104.00149728000001,0.0
13,1.3158616849999987,104.00150597000001,0.0
14,1.3158734299999986,104.00151466000001,0.0
15,1.3158851749999985,104.00152335000001,0.0
16,1.3158969199999984,104.00153204000001,0.0
17,1.3159086649999983,104.00154073000002,0.0
18,1.3159204099999982,104.00154942000002,0.0
19,1.315932154999998,104.00155811000002,0.0
20,1.315943899999998,104.00156680000002,0.0
21,1.3159556449999978,104.00157549000002,0.0
22,1.3159673899999977,104.00158418000002,0.0
23,1.3159791349999976,104.00159287000002,0.0
24,1.3159908799999975,104.00160156000003,0.0
25,1.3160026249999974,104.00161025000003,0.0
26,1.3160143699999973,104.00161894000003,0.0
27,1.3160261149999972,104.00162763000003,0.0
28,1.3160378599999971,104.00163632000003,0.0
29,1.316049604999997,104.00164501000003,0.0
30,1.316061349999997,104.00165370000003,0.0
31,1.3160730949999968,104.00166239000004,0.0
32,1.3160848399999967,104.00167108000004,0.0
33,1.3160965849999966,104.00167977000004,0.0
34,1.3161083299999965,104.00168846000004,0.0
35,1.3161200749999964,104.00169715000004,0.0
36,1.3161318199999963,104.00170584000004,0.0
37,1.3161435649999962,104.00171453000004,0.0
38,1.316155309999996,104.00172322000004,0.0
39,1.316167054999996,104.00173191000005,0.0
40,1.3161787999999959,104.00174060000005,0.0
41,1.3161905449999958,104.00174929000005,0.0
42,1.3162022899999957,104.00175798000005,0.0
43,1.3162140349999956,104.00176667000005,0.0
44,1.3162257799999955,104.00177536000005,0.0
45,1.3162375249999954,104.00178405000005,0.0
46,1.3162492699999953,104.00179274000006,0.0
47,1.3162610149999951,104.00180143000006,-0.01
48,1.316272759999995,104.00181012000006,-0.01
49,1.316284504999995,104.00181881000006,-0.01
50,1.3162962499999948,104.00182750000006,-0.01
51,1.3163079949999947,104.00183619000006,-0.02
